countryname,yr,gdp,forest_area,lag_pop,lag_forest_area,lag_x_6798_7246,lag_x_237_5910,lag_x_257_5910,lag_x_1603_5516,lag_x_1604_5516,lag_x_1626_5516,lag_x_1633_5516,lag_x_1634_5516,Country.Code,IncomeGroup,Sub.Regions,delta_forest_area,forest_change,abs_forest_change
Lebanon,2003,20082918740,1343.000031,4182205,1331.999969,0,1700,30,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.008258305,11.000062,11.000062
Lebanon,2004,21145518600,1353.999939,4388375,1343.000031,0,382,39,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.008190549,10.999908,10.999908
Lebanon,2005,21489962080,1365,4569378,1353.999939,0,254,41,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.008124122,11.000061,11.000061
Lebanon,2006,22048664306,1365.800018,4698763,1365,0,478,116,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000586094,0.800018,0.800018
Lebanon,2007,24873482492,1366.600037,4759753,1365.800018,0,266,174,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000585751,0.800019,0.800019
Lebanon,2008,29227542760,1367.400055,4767344,1366.600037,0,49,315,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000585408,0.800018,0.800018
Lebanon,2009,35477299024,1368.200073,4764741,1367.400055,0,12,34,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000585065,0.800018,0.800018
Lebanon,2010,38419626534,1368.999939,4813026,1368.200073,0,20,25,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000584612,0.799866,0.799866
Lebanon,2011,40075674295,1369.799957,4953061,1368.999939,0,679,12,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000584381,0.800018,0.800018
Lebanon,2012,44230727695,1370.599976,5202343,1369.799957,0,18,58,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000584041,0.800019,0.800019
Lebanon,2013,46866579768,1371.399994,5538634,1370.599976,0,97,68,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000583699,0.800018,0.800018
Lebanon,2014,48296099502,1372.200012,5914621,1371.399994,0,330,0,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000583359,0.800018,0.800018
Lebanon,2015,49973893201,1373.000031,6262410,1372.200012,0,172,34,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000583019,0.800019,0.800019
Lebanon,2016,51239050083,1373.800049,6532678,1373.000031,0,19,27,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.000582679,0.800018,0.800018
Lebanon,2017,53840266164,1379.390892,6874730.129,1373.800049,0,46.00598633,27,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.004069619,5.590842782,5.590842782
Lebanon,2018,56573536315,1385.384994,7234692.165,1379.390892,0,111.3974094,27,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.00434547,5.994101739,5.994101739
Lebanon,2019,59445564430,1392.257977,7613501.875,1385.384994,0,269.7340891,27,0,0,0,0,300,LBN,Upper middle income,Western Asia,0.004961064,6.872983617,6.872983617
Lebanon,2020,61838760788,1398.686819,7851903.203,1392.257977,0,653.1254115,20.25,0,0,0,0,255,LBN,Upper middle income,Western Asia,0.004617565,6.428841706,6.428841706
Lebanon,2021,64978084774,1404.843717,8347346.822,1398.686819,0,1581.456777,23.76,0,0,0,0,270,LBN,Upper middle income,Western Asia,0.004401913,6.156897691,6.156897691
Lesotho,1991,704329192.8,402.0000076,1703747,400,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.005000019,2.0000076,2.0000076
Lesotho,1992,831033941.1,404.0000153,1742539,402.0000076,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004975143,2.0000077,2.0000077
Lesotho,1993,835592802.3,405.9999847,1782285,404.0000153,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004950419,1.9999694,1.9999694
Lesotho,1994,878250450.6,407.9999924,1822236,405.9999847,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004926128,2.0000077,2.0000077
Lesotho,1995,1001889857,410,1861324,407.9999924,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.00490198,2.0000076,2.0000076
Lesotho,1996,946123275.9,412.0000076,1898598,410,13.4162,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004878067,2.0000076,2.0000076
Lesotho,1997,997996028.6,414.0000153,1934291,412.0000076,124.0485,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004854388,2.0000077,2.0000077
Lesotho,1998,928458206,415.9999847,1968044,414.0000153,1434.0589,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004830844,1.9999694,1.9999694
Lesotho,1999,912771290.6,417.9999924,1997516,415.9999847,7724.4678,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004807711,2.0000077,2.0000077
Lesotho,2000,887295267.9,420,2019731,417.9999924,1457.6604,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004784707,2.0000076,2.0000076
Lesotho,2001,825706961.2,422.0000076,2032804,420,130.0204,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004761923,2.0000076,2.0000076
Lesotho,2002,775780697.7,424.0000153,2035740,422.0000076,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004739355,2.0000077,2.0000077
Lesotho,2003,1157832935,425.9999847,2029829,424.0000153,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004716909,1.9999694,1.9999694
Lesotho,2004,1511236656,427.9999924,2018348,425.9999847,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004694854,2.0000077,2.0000077
Lesotho,2005,1682350935,430,2005940,427.9999924,42.9317,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004672915,2.0000076,2.0000076
Lesotho,2006,1800105590,432.0000076,1996114,430,21.4659,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.00465118,2.0000076,2.0000076
Lesotho,2007,1716262753,434.0000153,1989939,432.0000076,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004629647,2.0000077,2.0000077
Lesotho,2008,1758534995,435.9999847,1986922,434.0000153,21.4659,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004608224,1.9999694,1.9999694
Lesotho,2009,1773199523,437.9999924,1987129,435.9999847,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004587174,2.0000077,2.0000077
Lesotho,2010,2394600945,440,1990131,437.9999924,64.3976,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.004566227,2.0000076,2.0000076
Lesotho,2011,2792049477,450,1995581,440,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.022727273,10,10
Lesotho,2012,2677545056,460,2003787,450,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.022222222,10,10
Lesotho,2013,2533992455,470,2014990,460,21.4659,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.02173913,10,10
Lesotho,2014,2608269552,480,2028519,470,0,0,0,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.021276596,10,10
Lesotho,2015,2289799040,490,2043437,480,21.4659,0,3,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.020833333,10,10
Lesotho,2016,2314323471,500,2059021,490,21.4659,0,4,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.020408163,10,10
Lesotho,2017,2232534295,500.6653135,2073453.321,500,21.4659,0,4,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.001330627,0.6653135,0.6653135
Lesotho,2018,2153635582,501.3315123,2087986.803,500.6653135,21.4659,0,4,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.001330627,0.666198784,0.666198784
Lesotho,2019,2077525184,501.9083629,2102622.154,501.3315123,21.4659,0,4,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.001150637,0.576850587,0.576850587
Lesotho,2020,1984063515,502.4858772,2075012.888,501.9083629,20.392605,0,3,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.001150637,0.577514333,0.577514333
Lesotho,2021,1913945866,503.064056,2110879.314,502.4858772,20.821923,0,3.52,0,0,0,0,0,LSO,Lower middle income,Sub-Saharan Africa,0.001150637,0.578178842,0.578178842
Liberia,1991,889238095.2,48990,2075912,49290,81673.0662,0,4800,0,970000,158000,85000,5000,LBR,Low income,Sub-Saharan Africa,-0.006086427,-300,300
Liberia,1992,889157894.7,48690,2040139,48990,81673.0662,0,3800,0,593000,154000,75000,5000,LBR,Low income,Sub-Saharan Africa,-0.006123699,-300,300
Liberia,1993,889058823.5,48390,2001624,48690,81673.0662,0,5000,0,890000,145000,125000,5000,LBR,Low income,Sub-Saharan Africa,-0.006161429,-300,300
Liberia,1994,888933333.3,48090,1976699,48390,81673.0662,0,4800,0,8.00E+05,135000,90000,5000,LBR,Low income,Sub-Saharan Africa,-0.006199628,-300,300
Liberia,1995,888769230.8,47790,1986493,48090,81673.0662,0,5000,0,5.00E+05,129000,90000,5000,LBR,Low income,Sub-Saharan Africa,-0.006238303,-300,300
Liberia,1996,888545454.5,47490,2044661,47790,81673.0662,0,5000,0,1.00E+05,128000,90000,5000,LBR,Low income,Sub-Saharan Africa,-0.006277464,-300,300
Liberia,1997,888222222.2,47190,2160478,47490,3686.0155,0,5000,0,29000,135000,90000,5000,LBR,Low income,Sub-Saharan Africa,-0.006317119,-300,300
Liberia,1998,897744680.9,46890,2326202,47190,2580.8657,0,5000,0,75000,148000,90000,0,LBR,Low income,Sub-Saharan Africa,-0.006357279,-300,300
Liberia,1999,8.73E+08,46590,2517481,46890,3984.6644,0,5500,0,157000,164000,6000,0,LBR,Low income,Sub-Saharan Africa,-0.006397953,-300,300
Liberia,2000,8.74E+08,46290,2699712,46590,3153.9812,0,5500,0,336000,180000,4000,0,LBR,Low income,Sub-Saharan Africa,-0.00643915,-300,300
Liberia,2001,9.06E+08,45990,2848456,46290,2821.9525,0,5500,0,934000,180000,10000,0,LBR,Low income,Sub-Saharan Africa,-0.006480881,-300,300
Liberia,2002,9.27E+08,45690,2953927,45990,536.6467,0,5500,0,982000,180000,20000,0,LBR,Low income,Sub-Saharan Africa,-0.006523157,-300,300
Liberia,2003,7.48E+08,45390,3024729,45690,150.2611,0,120,0,1364000,180000,30000,0,LBR,Low income,Sub-Saharan Africa,-0.006565988,-300,300
Liberia,2004,8.97E+08,45090,3077058,45390,39570.181,0,27,0,8.00E+05,180000,25000,0,LBR,Low income,Sub-Saharan Africa,-0.006609385,-300,300
Liberia,2005,9.49E+08,44790,3135651,45090,25587.3147,0,157,0,150000,180000,50000,0,LBR,Low income,Sub-Saharan Africa,-0.00665336,-300,300
Liberia,2006,1.12E+09,44490,3218116,44790,3670.6634,0,126,0,150000,180000,50000,0,LBR,Low income,Sub-Saharan Africa,-0.006697924,-300,300
Liberia,2007,1.37E+09,44190,3329211,44490,64054.1501,0,628,0,180000,180000,60000,0,LBR,Low income,Sub-Saharan Africa,-0.006743088,-300,300
Liberia,2008,1.73E+09,43890,3461911,44190,27862.6967,0,638,0,180000,180000,60000,0,LBR,Low income,Sub-Saharan Africa,-0.006788866,-300,300
Liberia,2009,1.77E+09,43590,3607860,43890,23032.8764,0,301,0,240000,180000,80000,0,LBR,Low income,Sub-Saharan Africa,-0.00683527,-300,300
Liberia,2010,2.00E+09,43290,3754133,43590,401583.4581,0,520,0,240000,180000,80000,0,LBR,Low income,Sub-Saharan Africa,-0.006882312,-300,300
Liberia,2011,2.40E+09,42990,3891356,43290,23805.6476,0,369,0,3.00E+05,180000,80000,0,LBR,Low income,Sub-Saharan Africa,-0.006930007,-300,300
Liberia,2012,2.72E+09,42690,4017443,42990,35304.913,0,1847,0,304000,180000,80000,0,LBR,Low income,Sub-Saharan Africa,-0.006978367,-300,300
Liberia,2013,3.07E+09,42390,4135659,42690,44384.9749,0,2213,0,338000,180000,80000,0,LBR,Low income,Sub-Saharan Africa,-0.007027407,-300,300
Liberia,2014,3.14E+09,42090,4248334,42390,30337.7112,0,2200,0,332000,180000,132449,0,LBR,Low income,Sub-Saharan Africa,-0.007077141,-300,300
Liberia,2015,3.18E+09,41790,4359505,42090,158549.0476,0,562,0,332000,180000,132449,0,LBR,Low income,Sub-Saharan Africa,-0.007127584,-300,300
Liberia,2016,3277826000,41490,4472230,41790,405133.9131,0,591,0,320000,41570,62000,0,LBR,Low income,Sub-Saharan Africa,-0.007178751,-300,300
Liberia,2017,3493633535,41334.96278,4592364.183,41490,792391.3602,0,896.0220787,0,323708.5471,35176.07211,63534.09334,0,LBR,Low income,Sub-Saharan Africa,-0.003736737,-155.0372181,155.0372181
Liberia,2018,3723649540,41129.49788,4715725.442,41334.96278,1549818.585,0,1358.469654,0,327460.0732,29765.60138,65106.14542,0,LBR,Low income,Sub-Saharan Africa,-0.004970729,-205.4648982,205.4648982
Liberia,2019,3968809480,40932.16312,4842400.461,41129.49788,3031251.684,0,2059.591884,0,331255.0766,25187.32115,66717.09548,0,LBR,Low income,Sub-Saharan Africa,-0.004797889,-197.3347655,197.3347655
Liberia,2020,4187809308,40732.48882,4873028.693,40932.16312,5632312.401,0,2341.928681,0,284829.952,18116.24661,58112.72009,0,LBR,Low income,Sub-Saharan Africa,-0.004878176,-199.6742958,199.6742958
Liberia,2021,4463528887,40421.33411,5054989.735,40732.48882,11248017.86,0,4166.067521,0,305079.7828,16231.51756,63053.60691,0,LBR,Low income,Sub-Saharan Africa,-0.007638981,-311.1547082,311.1547082
Libya,1991,31995012469,2170,4436661,2170,0,0,326.8421053,0,63000,44000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1992,33881392045,2170,4544242,2170,0,0,328.7647059,0,63000,44000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1993,30657030223,2170,4650885,2170,0,0,331.2,0,63000,45000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1994,28607921929,2170,4755133,2170,0,0,334.3846154,0,63000,46000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1995,25544128199,2170,4854875,2170,0,0,338.7272727,0,63000,47000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1996,27884615385,2170,4948798,2170,0,0,345,0,63000,48000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1997,30698633109,2170,5036171,2170,0,0,264.2553191,0,63000,49000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1998,27249786142,2170,5118007,2170,0,0,241.9480519,0,63000,51000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,1999,35976714101,2170,5196780,2170,0,0,621,0,63000,52000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2000,38270206950,2170,5275926,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2001,34110064452,2170,5357891,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2002,20481889764,2170,5443248,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2003,26265625000,2170,5531089,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2004,33122307692,2170,5620547,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2005,47334148578,2170,5710154,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2006,54961936663,2170,5798614,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2007,67516236338,2170,5886872,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2008,87140405361,2170,5974787,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2009,63028320702,2170,6058748,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2010,74773444901,2170,6133984,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2011,34699395524,2170,6197663,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2012,81873662519,2170,6247439,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2013,65502870174,2170,6285750,2170,0,0,0,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2014,41142722414,2170,6320359,2170,0,0,16,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2015,27842131480,2170,6362037,2170,0,23,20,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2016,26197143268,2170,6418315,2170,0,0,11.94805195,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0,0,0
Libya,2017,28320706787,2171.167883,6467844.306,2170,0,0,11.94805195,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0.000538195,1.16788315,1.16788315
Libya,2018,30616408236,2172.364459,6517755.823,2171.167883,0,0,11.94805195,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0.000551121,1.196576215,1.196576215
Libya,2019,33098201268,2174.195802,6568052.501,2172.364459,0,0,11.94805195,0,63000,53000,31000,0,LBY,Upper middle income,Northern Africa,0.000843018,1.831342342,1.831342342
Libya,2020,35423358923,2174.263202,6486362.566,2174.195802,0,0,8.961038961,0,53550,45050,26350,0,LBY,Upper middle income,Northern Africa,3.10E-05,0.06740007,0.06740007
Libya,2021,38294807614,2175.359317,6603115.119,2174.263202,0,0,10.51428571,0,56700,47700,27900,0,LBY,Upper middle income,Northern Africa,0.000504132,1.096115656,1.096115656
Liechtenstein,1991,1484152022,65.39999962,28789,65,0,0,0,0,1255.319149,0,3000,500,LIE,High income,Western Europe,0.00615384,0.39999962,0.39999962
Liechtenstein,1992,1631197909,65.79999924,29159,65.39999962,0,0,0,0,1350.649351,0,3000,500,LIE,High income,Western Europe,0.006116202,0.39999962,0.39999962
Liechtenstein,1993,1673104494,66.19999886,29553,65.79999924,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0.006079022,0.39999962,0.39999962
Liechtenstein,1994,1948118228,66.59999847,29975,66.19999886,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0.00604229,0.39999961,0.39999961
Liechtenstein,1995,2428461395,66.99999809,30426,66.59999847,0,0,0,0,2000,0,3000,500,LIE,High income,Western Europe,0.006006,0.39999962,0.39999962
Liechtenstein,1996,2504033252,67.39999771,30880,66.99999809,0,0,0,0,2000,0,3000,500,LIE,High income,Western Europe,0.005970144,0.39999962,0.39999962
Liechtenstein,1997,2298410391,67.8000021,31348,67.39999771,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0.005934783,0.40000439,0.40000439
Liechtenstein,1998,2479721341,68.20000172,31830,67.8000021,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0.005899699,0.39999962,0.39999962
Liechtenstein,1999,2664026095,68.60000134,32311,68.20000172,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0.005865097,0.39999962,0.39999962
Liechtenstein,2000,2483953103,69.00000095,32769,68.60000134,0,0,0,0,0,0,3000,500,LIE,High income,Western Europe,0.005830898,0.39999961,0.39999961
Liechtenstein,2001,2491822707,69.00000095,33184,69.00000095,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2002,2688630823,69.00000095,33552,69.00000095,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2003,3070691320,69.00000095,33879,69.00000095,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2004,3454362686,69.00000095,34175,69.00000095,0,0,0,0,1000,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2005,3659251526,69.00000095,34452,69.00000095,0,0,0,0,1000,0,3000,372.3404255,LIE,High income,Western Europe,0,0,0
Liechtenstein,2006,4000239273,69.00000095,34713,69.00000095,0,0,0,0,1000,0,2532.467532,324.6753247,LIE,High income,Western Europe,0,0,0
Liechtenstein,2007,4601299567,69.00000095,34970,69.00000095,0,0,0,0,3500,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2008,5081432924,69.00000095,35217,69.00000095,0,0,0,0,3500,0,3000,500,LIE,High income,Western Europe,0,0,0
Liechtenstein,2009,4504549214,69.00000095,35471,69.00000095,0,0,0,0,4200,0,3000,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2010,5082366478,69.00000095,35727,69.00000095,0,0,0,0,1000,0,0,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2011,5739977477,69.00000095,35994,69.00000095,0,0,0,0,1000,0,0,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2012,5456009385,69.00000095,36293,69.00000095,0,0,0,0,1000,0,1000,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2013,6391735894,69.00000095,36615,69.00000095,0,0,0,0,833,0,1000,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2014,6657170923,69.00000095,36934,69.00000095,0,0,0,0,270,0,0,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2015,6268391521,69.00000095,37223,69.00000095,0,0,0,0,108,0,0,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2016,6214633651,69.00000095,37470,69.00000095,0,0,0,0,133,0,0,0,LIE,High income,Western Europe,0,0,0
Liechtenstein,2017,6334679957,68.97894367,37747.74494,69.00000095,0,0,0,0,221.9770561,0,0,0,LIE,High income,Western Europe,-0.000305178,-0.021057282,0.021057282
Liechtenstein,2018,6457045163,68.92594073,38027.54866,68.97894367,0,0,0,0,370.4798004,0,0,0,LIE,High income,Western Europe,-0.000768393,-0.053002937,0.053002937
Liechtenstein,2019,6581774063,68.87384416,38309.42641,68.92594073,0,0,0,0,618.3309433,0,0,0,LIE,High income,Western Europe,-0.000755834,-0.052096569,0.052096569
Liechtenstein,2020,6641823192,68.98909187,37821.52569,68.87384416,0,0,0,0,877.1954146,0,0,0,LIE,High income,Western Europe,0.001673316,0.115247705,0.115247705
Liechtenstein,2021,6770121397,69.24693011,38490.67096,68.98909187,0,0,0,0,1550.159489,0,0,0,LIE,High income,Western Europe,0.003737377,0.257838245,0.257838245
Lithuania,1991,8104567151,19450,3697838,19450,242.8326,101.4545455,5.363636364,717368.4211,177510.6383,44106.38298,40425.53191,5344.680851,LTU,High income,Northern Europe,0,0,0
Lithuania,1992,8099371932,19600,3704134,19450,242.8326,101.4444444,5.444444444,717352.9412,200844.1558,41623.37662,44025.97403,5366.233766,LTU,High income,Northern Europe,0.007712082,150,150
Lithuania,1993,8609267541,19675,3700114,19600,242.8326,99.53191489,159.6382979,717333.3333,126000,39000,5000,5000,LTU,High income,Northern Europe,0.003826531,75,75
Lithuania,1994,8967715538,19750,3682613,19675,242.8326,112.8311688,125.5194805,717307.6923,261000,47000,72000,5600,LTU,High income,Northern Europe,0.003811944,75,75
Lithuania,1995,7870782261,19825,3657144,19750,242.8326,101,9,717272.7273,159000,49000,60000,5600,LTU,High income,Northern Europe,0.003797468,75,75
Lithuania,1996,8385109020,19900,3629102,19825,242.8326,102,1,717222.2222,340000,30000,75000,5600,LTU,High income,Northern Europe,0.003783102,75,75
Lithuania,1997,10120274493,19975,3601613,19900,64.7369,94,609,687234.0426,460000,15000,1.00E+05,0,LTU,High income,Northern Europe,0.003768844,75,75
Lithuania,1998,11240360898,20050,3575137,19975,49.1853,184,20,694675.3247,860000,10000,120000,3000,LTU,High income,Northern Europe,0.003754693,75,75
Lithuania,1999,10972878636,20125,3549331,20050,48.2253,34,42,715000,1070000,5000,250000,1300,LTU,High income,Northern Europe,0.003740648,75,75
Lithuania,2000,11539211480,20200,3524238,20125,372.6994,204,60,720000,1160000,10000,3.00E+05,900,LTU,High income,Northern Europe,0.003726708,75,75
Lithuania,2001,12252498921,20401.99951,3499536,20200,39.803,0,107,6.00E+05,1.00E+06,20000,3.00E+05,90,LTU,High income,Northern Europe,0.009999976,201.99951,201.99951
Lithuania,2002,14278357284,20603.99902,3470818,20401.99951,55.8112,7547,67,720000,1220000,20000,3.00E+05,0,LTU,High income,Northern Europe,0.009900966,201.99951,201.99951
Lithuania,2003,18802576988,20806.00098,3443067,20603.99902,727.6923,16196,39,710000,1350000,10000,4.00E+05,0,LTU,High income,Northern Europe,0.009804017,202.00196,202.00196
Lithuania,2004,22649930576,21008.00049,3415213,20806.00098,2463.2074,11424,242,655000,1355000,5000,450000,0,LTU,High income,Northern Europe,0.009708714,201.99951,201.99951
Lithuania,2005,26125575942,21210,3377075,21008.00049,225.3914,11901,9,610000,1385000,5000,470000,0,LTU,High income,Northern Europe,0.009615361,201.99951,201.99951
Lithuania,2006,30216060233,21308.00049,3322528,21210,45.0782,17410,138,6.00E+05,1370000,5000,420000,0,LTU,High income,Northern Europe,0.004620485,98.00049,98.00049
Lithuania,2007,39738180077,21406.00098,3269909,21308.00049,177.0933,12474,619,695000,1475000,0,470000,0,LTU,High income,Northern Europe,0.004599234,98.00049,98.00049
Lithuania,2008,47850551149,21503.99902,3231294,21406.00098,26.8322,5927,525,675000,1275000,0,475000,0,LTU,High income,Northern Europe,0.004578064,97.99804,97.99804
Lithuania,2009,37440673478,21601.99951,3198231,21503.99902,853.2679,14155,409,721470,1216212,0,465000,7000,LTU,High income,Northern Europe,0.004557315,98.00049,98.00049
Lithuania,2010,37024718365,21700,3162916,21601.99951,1102.2721,20886,465,492084,1061605,0,376000,51000,LTU,High income,Northern Europe,0.00453664,98.00049,98.00049
Lithuania,2011,43419061504,21720,3097282,21700,6.4397,1659,309,655640,1344948,0,453000,67000,LTU,High income,Northern Europe,0.000921659,20,20
Lithuania,2012,42826586830,21740,3028115,21720,645.0493,1449,341,743000,1271000,0,447000,90100,LTU,High income,Northern Europe,0.00092081,20,20
Lithuania,2013,46450990764,21760,2987773,21740,6.4397,958,355,519000,1270000,0,440000,83000,LTU,High income,Northern Europe,0.000919963,20,20
Lithuania,2014,48485169331,21780,2957689,21760,0,1504,274,531000,1220000,0,487000,86300,LTU,High income,Northern Europe,0.000919118,20,20
Lithuania,2015,41392396558,21800,2932367,21780,65.4709,886,277,522000,1409000,0,469000,75000,LTU,High income,Northern Europe,0.000918274,20,20
Lithuania,2016,43021972485,21820,2904910,21800,335.9408,1515,726,475000,1116000,0,465146,69900,LTU,High income,Northern Europe,0.000917431,20,20
Lithuania,2017,43089583193,21843.15436,2873570.14,21820,335.9408,2770.623637,1279.981219,451392.0764,1097800.499,0,471794.26,68473.02727,LTU,High income,Northern Europe,0.001061153,23.15435846,23.15435846
Lithuania,2018,43157300153,21863.99467,2842568.393,21843.15436,335.9408,5066.901212,2256.683088,428957.4877,1079897.792,0,478537.5426,67075.18546,LTU,High income,Northern Europe,0.000954089,20.8403133,20.8403133
Lithuania,2019,43225123533,21886.57668,2811901.111,21863.99467,335.9408,9266.320964,3978.666626,407637.918,1062287.039,0,485377.2058,65705.87987,LTU,High income,Northern Europe,0.00103284,22.58200826,22.58200826
Lithuania,2020,42860122966,21923.74779,2725933.391,21886.57668,319.14376,16946.19663,5260.969586,329271.2575,888218.9561,0,418467.4332,54709.84876,LTU,High income,Northern Europe,0.001698352,37.17111128,37.17111128
